LISTA;CIRCOSCRIZIONE;COLLEGIO PLURINOMINALE;COLLEGIO UNINOMINALE;NUMERO CANDIDATO;CANDIDATO
IL POPOLO DELLA FAMIGLIA;LAZIO;LAZIO - 03;09 - LATINA;;DE STEFANO LEONARDO CIRO 
IL POPOLO DELLA FAMIGLIA;LAZIO;LAZIO - 03;10 - VELLETRI;;SALCITO GABRIELLA 
IL POPOLO DELLA FAMIGLIA;LIGURIA;LIGURIA - 01;01 - SAVONA;;CARDELLO MARIA 
IL POPOLO DELLA FAMIGLIA;LIGURIA;LIGURIA - 01;02 - GENOVA - UNITÀ URBANISTICA SAN FRUTTUOSO;;PINTUS SALVATORE ANGELO 
IL POPOLO DELLA FAMIGLIA;LIGURIA;LIGURIA - 01;03 - GENOVA - LA SPEZIA;;CANOSSA EMILIA CRISTINA 
IL POPOLO DELLA FAMIGLIA;LOMBARDIA;LOMBARDIA - 01;16 - PAVIA;;PERI CRISTIANO 
IL POPOLO DELLA FAMIGLIA;LOMBARDIA;LOMBARDIA - 01;17 - CREMONA;;MERLINI PAOLA 
IL POPOLO DELLA FAMIGLIA;LOMBARDIA;LOMBARDIA - 01;18 - MANTOVA;;MARCAZZAN PIETRO 
IL POPOLO DELLA FAMIGLIA;LOMBARDIA;LOMBARDIA - 02;12 - BERGAMO;;SCOGNAMIGLIO ANGELA 
IL POPOLO DELLA FAMIGLIA;LOMBARDIA;LOMBARDIA - 02;13 - TREVIGLIO;;PROTTO PASQUALE MARCELLO 
IL POPOLO DELLA FAMIGLIA;LOMBARDIA;LOMBARDIA - 02;14 - BRESCIA;;ARCHETTI GIANCARLO 
IL POPOLO DELLA FAMIGLIA;LOMBARDIA;LOMBARDIA - 02;15 - LUMEZZANE;;STACCIOLI MARINA 
IL POPOLO DELLA FAMIGLIA;LOMBARDIA;LOMBARDIA - 03;08 - LECCO;;AMATO MASSIMILIANO 
IL POPOLO DELLA FAMIGLIA;LOMBARDIA;LOMBARDIA - 03;10 - COMO;;D'AMATO GABRIELLA 
IL POPOLO DELLA FAMIGLIA;LOMBARDIA;LOMBARDIA - 03;11 - VARESE;;POLASTRI CESARE 
IL POPOLO DELLA FAMIGLIA;LOMBARDIA;LOMBARDIA - 04;01 - MILANO - AREA STATISTICA 84;;PONGILUPPI ELEUTERI EMANUELA 
IL POPOLO DELLA FAMIGLIA;LOMBARDIA;LOMBARDIA - 04;02 - MILANO - AREA STATISTICA 74;;CAMPIOTTI AQUILELE QUILINO 
IL POPOLO DELLA FAMIGLIA;LOMBARDIA;LOMBARDIA - 04;03 - MILANO - LEGNANO;;RUFFINI LUIGINO 
IL POPOLO DELLA FAMIGLIA;LOMBARDIA;LOMBARDIA - 04;04 - ROZZANO;;MAZZONE PASQUALE 
IL POPOLO DELLA FAMIGLIA;LOMBARDIA;LOMBARDIA - 05;05 - COLOGNO MONZESE;;VIGNATI MASSIMO GIOVANNI LODOVICO 
IL POPOLO DELLA FAMIGLIA;LOMBARDIA;LOMBARDIA - 05;06 - MONZA;;FROIIO ANNA MARIA 
IL POPOLO DELLA FAMIGLIA;LOMBARDIA;LOMBARDIA - 05;07 - SESTO SAN GIOVANNI;;BARRA VITTORIA 
IL POPOLO DELLA FAMIGLIA;MARCHE;MARCHE - 01;01 - PESARO;5;RUZZI DONATELLA 
IL POPOLO DELLA FAMIGLIA;MARCHE;MARCHE - 01;02 - ANCONA;5;SOVERCHIA ANDREA 
IL POPOLO DELLA FAMIGLIA;MARCHE;MARCHE - 01;03 - ASCOLI PICENO;5;POLVERINI CELESTE 
IL POPOLO DELLA FAMIGLIA;PIEMONTE;PIEMONTE - 01;01 - SETTIMO TORINESE;7;GIORELLO ROSSANO 
IL POPOLO DELLA FAMIGLIA;PIEMONTE;PIEMONTE - 01;02 - MONCALIERI ;7;SPAGNOLINI EMANUELA 
IL POPOLO DELLA FAMIGLIA;PIEMONTE;PIEMONTE - 01;03 - TORINO - COLLEGNO;7;CLARI FABRIZIO 
IL POPOLO DELLA FAMIGLIA;PIEMONTE;PIEMONTE - 01;04 - TORINO - ZONA STATISTICA 61;7;LO BUE EMANUELE 
IL POPOLO DELLA FAMIGLIA;PIEMONTE;PIEMONTE - 02;05 - NOVARA;7;DE GIOVANNINI GIUSEPPE 
IL POPOLO DELLA FAMIGLIA;PIEMONTE;PIEMONTE - 02;06 - VERCELLI;7;MONDELLI ALESSANDRA 
IL POPOLO DELLA FAMIGLIA;PIEMONTE;PIEMONTE - 02;07 - ALESSANDRIA;7;MAZZOLA GIROLAMO 
IL POPOLO DELLA FAMIGLIA;PIEMONTE;PIEMONTE - 02;08 - CUNEO;7;GIOVANNIELLO ELISABETTA 
IL POPOLO DELLA FAMIGLIA;PUGLIA;PUGLIA - 01;01 - BARI;5;MARIANI GIUSEPPE 
IL POPOLO DELLA FAMIGLIA;PUGLIA;PUGLIA - 01;02 - ALTAMURA;5;LAPENNA WILLY 
IL POPOLO DELLA FAMIGLIA;PUGLIA;PUGLIA - 01;03 - ANDRIA;5;DI BIASE FERDINANDO 
IL POPOLO DELLA FAMIGLIA;PUGLIA;PUGLIA - 01;08 - FOGGIA;5;MASTRANGELO ANNA 
IL POPOLO DELLA FAMIGLIA;PUGLIA;PUGLIA - 02;04 - BRINDISI;5;FORTUNATO VINCENZO 
IL POPOLO DELLA FAMIGLIA;PUGLIA;PUGLIA - 02;05 - LECCE;4;DE PASCALIS MARIA CRISTINA 
IL POPOLO DELLA FAMIGLIA;PUGLIA;PUGLIA - 02;06 - NARDÒ;5;DE CARLO MARCO 
IL POPOLO DELLA FAMIGLIA;PUGLIA;PUGLIA - 02;07 - TARANTO;5;GALANTO ELVIRA 
IL POPOLO DELLA FAMIGLIA;SARDEGNA;SARDEGNA - 01;01 - CAGLIARI;7;MARRAS CARLO 
IL POPOLO DELLA FAMIGLIA;SARDEGNA;SARDEGNA - 01;02 - NUORO;7;PISU ANGELA RITA MERCEDES 
IL POPOLO DELLA FAMIGLIA;SARDEGNA;SARDEGNA - 01;03 - SASSARI;7;CASINI ANTONIO 
IL POPOLO DELLA FAMIGLIA;SICILIA;SICILIA - 01;01 - PALERMO - RESUTTANA-SAN LORENZO;;RAMPANTI FRANCESCA 
IL POPOLO DELLA FAMIGLIA;SICILIA;SICILIA - 01;02 - PALERMO - BAGHERIA;;QUARANTA MATTEA 
IL POPOLO DELLA FAMIGLIA;SICILIA;SICILIA - 01;03 - MARSALA;;GUASTELLA SALVATORE 
IL POPOLO DELLA FAMIGLIA;SICILIA;SICILIA - 01;04 - AGRIGENTO;;DI MATTEO NICOLA 
IL POPOLO DELLA FAMIGLIA;SICILIA;SICILIA - 01;05 - GELA;;SAUNA SALVATORE 
IL POPOLO DELLA FAMIGLIA;SICILIA;SICILIA - 02;06 - MESSINA;;ASTORE GERARDO 
IL POPOLO DELLA FAMIGLIA;SICILIA;SICILIA - 02;07 - ACIREALE;;GAMBINO ALESSANDRO 
IL POPOLO DELLA FAMIGLIA;SICILIA;SICILIA - 02;08 - CATANIA;;GUGLIELMINO ANTONELLA VIRGINIA 
IL POPOLO DELLA FAMIGLIA;SICILIA;SICILIA - 02;09 - SIRACUSA;;ARMINIO GIOVANNA 
IL POPOLO DELLA FAMIGLIA;TOSCANA;TOSCANA - 01;TOSCANA - 05 - LUCCA;;STEFANINI CARLA 
IL POPOLO DELLA FAMIGLIA;TOSCANA;TOSCANA - 01;01 - FIRENZE ;;BIONDI KATUSCIA 
IL POPOLO DELLA FAMIGLIA;TOSCANA;TOSCANA - 01;02 - SESTO FIORENTINO;;FINETTI MASSIMO 
IL POPOLO DELLA FAMIGLIA;TOSCANA;TOSCANA - 01;03 - PRATO;;CAPPELLETTI MATTEO 
IL POPOLO DELLA FAMIGLIA;TOSCANA;TOSCANA - 02;04 - AREZZO;;ADEMOLLO CLAUDIO 
IL POPOLO DELLA FAMIGLIA;TOSCANA;TOSCANA - 02;06 - PISA;;DAVERI DANIELA 
IL POPOLO DELLA FAMIGLIA;TOSCANA;TOSCANA - 02;07 - LIVORNO;;BARBINI ANDREA 
IL POPOLO DELLA FAMIGLIA;TRENTINO-ALTO ADIGE;TRENTINO-ALTO ADIGE/SÜDTIROL - 01;01 - BOLZANO/BOZEN;;VINCENZINI GIOVANNI 
IL POPOLO DELLA FAMIGLIA;TRENTINO-ALTO ADIGE;TRENTINO-ALTO ADIGE/SÜDTIROL - 01;02 - MERANO/MERAN;;STREPPARAVA GUIDO 
IL POPOLO DELLA FAMIGLIA;TRENTINO-ALTO ADIGE;TRENTINO-ALTO ADIGE/SÜDTIROL - 01;03 - BRESSANONE/BRIXEN;;ORLANDI ERMILIANA 
IL POPOLO DELLA FAMIGLIA;TRENTINO-ALTO ADIGE;TRENTINO-ALTO ADIGE/SÜDTIROL - 01;04 - TRENTO;;HILL LOUISE DEIRDRE 
IL POPOLO DELLA FAMIGLIA;TRENTINO-ALTO ADIGE;TRENTINO-ALTO ADIGE/SÜDTIROL - 01;05 - ROVERETO;;FUMANERI EMILIANO 
IL POPOLO DELLA FAMIGLIA;TRENTINO-ALTO ADIGE;TRENTINO-ALTO ADIGE/SÜDTIROL - 01;06 - PERGINE VALSUGANA;;D'ALESSANDRO ANGELA 
IL POPOLO DELLA FAMIGLIA;UMBRIA;UMBRIA - 01;01 - PERUGIA;;SCIAMANNA MARCO 
IL POPOLO DELLA FAMIGLIA;UMBRIA;UMBRIA - 01;02 - TERNI;;MAILIA GABRIELLA 
IL POPOLO DELLA FAMIGLIA;VENETO;VENETO - 01;01 - VENEZIA;;BALDO CATERINA 
IL POPOLO DELLA FAMIGLIA;VENETO;VENETO - 01;02 - BELLUNO;;CONDURSO CARLA 
IL POPOLO DELLA FAMIGLIA;VENETO;VENETO - 01;03 - TREVISO;;MEO RAFFAELE 
IL POPOLO DELLA FAMIGLIA;VENETO;VENETO - 01;04 - ROVIGO;;CASSETTA ETTORE 
IL POPOLO DELLA FAMIGLIA;VENETO;VENETO - 02;05 - PADOVA;;OBERTO SILVANA 
IL POPOLO DELLA FAMIGLIA;VENETO;VENETO - 02;06 - BASSANO DEL GRAPPA;;BIANCHINI LUCIANA 
IL POPOLO DELLA FAMIGLIA;VENETO;VENETO - 02;07 - VICENZA;;PATUZZI FRANCESCA 
IL POPOLO DELLA FAMIGLIA;VENETO;VENETO - 02;08 - VERONA;;FURIA LUCIO 
IL POPOLO DELLA FAMIGLIA;VENETO;VENETO - 02;09 - VILLAFRANCA DI VERONA;;CORRADI CLAUDIO 
ITALIA AGLI ITALIANI;ABRUZZO;ABRUZZO - 01;01 - PESCARA;8;PALMER ORLANDO 
ITALIA AGLI ITALIANI;ABRUZZO;ABRUZZO - 01;02 - L'AQUILA;8;PANTALONE MARIA RITA 
ITALIA AGLI ITALIANI;CALABRIA;CALABRIA - 01;01 - CROTONE;;REALE BRUNO 
ITALIA AGLI ITALIANI;CALABRIA;CALABRIA - 01;02 - COSENZA;;CRISCI ROSETTA 
ITALIA AGLI ITALIANI;CALABRIA;CALABRIA - 01;03 - CATANZARO;;TOLOMEO MARIA GRAZIA 
ITALIA AGLI ITALIANI;CALABRIA;CALABRIA - 01;04 - REGGIO DI CALABRIA;;FERRERI ANTONIO DETTO CARBONELLA
ITALIA AGLI ITALIANI;CAMPANIA;CAMPANIA - 01;01 - BENEVENTO;;SCIROCCO LORENZO 
ITALIA AGLI ITALIANI;CAMPANIA;CAMPANIA - 01;02 - CASERTA;;BOCCHINI PATRIZIA 
ITALIA AGLI ITALIANI;CAMPANIA;CAMPANIA - 01;03 - AVELLINO;;GUERRIERO ROCCO 
ITALIA AGLI ITALIANI;CAMPANIA;CAMPANIA - 02;04 - GIUGLIANO IN CAMPANIA;;AMATO IRENE 
ITALIA AGLI ITALIANI;CAMPANIA;CAMPANIA - 02;06 - CASORIA;;PAPARO ANTONIO 
ITALIA AGLI ITALIANI;CAMPANIA;CAMPANIA - 02;07 - NAPOLI - CIRCOSCRIZIONE 7 SAN CARLO ALL'ARENA;;ARPAIA ANNAMARIA 
ITALIA AGLI ITALIANI;CAMPANIA;CAMPANIA - 02;08 - NAPOLI - CIRCOSCRIZIONE 19 FUORIGROTTA;;D'ESPOSITO ALESSANDRO 
ITALIA AGLI ITALIANI;CAMPANIA;CAMPANIA - 03;05 - PORTICI;;IANNUZZI GIUSEPPINA 
ITALIA AGLI ITALIANI;CAMPANIA;CAMPANIA - 03;09 - TORRE DEL GRECO;;ANDRETTI CIRO 
ITALIA AGLI ITALIANI;CAMPANIA;CAMPANIA - 03;10 - SALERNO;;NACCHIA ANNAMARIA 
ITALIA AGLI ITALIANI;CAMPANIA;CAMPANIA - 03;11 - BATTIPAGLIA;;MANDARINO ERMANNO 
ITALIA AGLI ITALIANI;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 01;01 - RIMINI;;LO GIUDICE ROBERTO 
ITALIA AGLI ITALIANI;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 01;02 - RAVENNA;;SANTARELLI MIRCO 
ITALIA AGLI ITALIANI;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 01;03 - FERRARA;;STAFFIERI VITA 
ITALIA AGLI ITALIANI;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 01;04 - BOLOGNA;;GIANNINI KATIA 
ITALIA AGLI ITALIANI;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 02;05 - MODENA;;BERTAGLIA UGO 
ITALIA AGLI ITALIANI;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 02;06 - REGGIO NELL'EMILIA ;;MATIJASIC MIRIJANA 
ITALIA AGLI ITALIANI;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 02;07 - PARMA;;DINARDO BARBARA 
ITALIA AGLI ITALIANI;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 02;08 - PIACENZA;;ZONCATI GIOVANNI PIETRO 
ITALIA AGLI ITALIANI;FRIULI-VENEZIA GIULIA;FRIULI-VENEZIA GIULIA - 01;01 - TRIESTE;4;DAMBRA JEANPIERRE 
ITALIA AGLI ITALIANI;FRIULI-VENEZIA GIULIA;FRIULI-VENEZIA GIULIA - 01;02 - UDINE;4;RADIN ELENA 
ITALIA AGLI ITALIANI;LAZIO;LAZIO - 01;01 - ROMA - QUARTIERE GIANICOLENSE;;AUGELLO ALESSIA 
ITALIA AGLI ITALIANI;LAZIO;LAZIO - 01;02 - ROMA - QUARTIERE TUSCOLANO;;MORGANTI CARLO 
ITALIA AGLI ITALIANI;LAZIO;LAZIO - 01;03 - ROMA - QUARTIERE PORTUENSE;;MOSCA MASSIMO 
ITALIA AGLI ITALIANI;LAZIO;LAZIO - 02;04 - ROMA - QUARTIERE COLLATINO;;MORELLI ALESSANDRA 
ITALIA AGLI ITALIANI;LAZIO;LAZIO - 02;05 - VITERBO;;DE LAZZARO MICHELE 
ITALIA AGLI ITALIANI;LAZIO;LAZIO - 02;06 - GUIDONIA MONTECELIO;;MANCUSO GIUSEPPE 
ITALIA AGLI ITALIANI;LAZIO;LAZIO - 03;07 - FROSINONE;;SPERATI ANTONELLA 
ITALIA AGLI ITALIANI;LAZIO;LAZIO - 03;08 - ROMA - FIUMICINO;;RIGGI CRISTINA 
ITALIA AGLI ITALIANI;LAZIO;LAZIO - 03;09 - LATINA;;ROVERE CHIARA 
ITALIA AGLI ITALIANI;LAZIO;LAZIO - 03;10 - VELLETRI;;FRUSONE LIVIO 
ITALIA AGLI ITALIANI;LOMBARDIA;LOMBARDIA - 01;16 - PAVIA;;GANDINI PAOLO STEFANO 
ITALIA AGLI ITALIANI;LOMBARDIA;LOMBARDIA - 01;17 - CREMONA;;GIORDANO SABRINA 
ITALIA AGLI ITALIANI;LOMBARDIA;LOMBARDIA - 01;18 - MANTOVA;;BONATTI FIORENZO 
ITALIA AGLI ITALIANI;LOMBARDIA;LOMBARDIA - 02;12 - BERGAMO;;SERUGHETTI MARCELLO 
ITALIA AGLI ITALIANI;LOMBARDIA;LOMBARDIA - 02;13 - TREVIGLIO;;PEDRETTI NADIA 
ITALIA AGLI ITALIANI;LOMBARDIA;LOMBARDIA - 02;14 - BRESCIA;;ZAMPOLLO ALICE 
ITALIA AGLI ITALIANI;LOMBARDIA;LOMBARDIA - 02;15 - LUMEZZANE;;VANZELLI FRANCO 
ITALIA AGLI ITALIANI;LOMBARDIA;LOMBARDIA - 03;08 - LECCO;;CONSONNI ACHILLE 
ITALIA AGLI ITALIANI;LOMBARDIA;LOMBARDIA - 03;09 - CANTÙ;;LIVA FRANCO 
ITALIA AGLI ITALIANI;LOMBARDIA;LOMBARDIA - 03;10 - COMO;;TOTARO CARMEN 
ITALIA AGLI ITALIANI;LOMBARDIA;LOMBARDIA - 03;11 - VARESE;;ZOLLA ANNAMARIA 
ITALIA AGLI ITALIANI;LOMBARDIA;LOMBARDIA - 04;01 - MILANO - AREA STATISTICA 84;;MUSCIOLA' FILOMENA PATRIZIA 
ITALIA AGLI ITALIANI;LOMBARDIA;LOMBARDIA - 04;02 - MILANO - AREA STATISTICA 74;;FERRARA SALVATORE 
ITALIA AGLI ITALIANI;LOMBARDIA;LOMBARDIA - 04;03 - MILANO - LEGNANO;;FRAMBA FRANCESCO 
ITALIA AGLI ITALIANI;LOMBARDIA;LOMBARDIA - 04;04 - ROZZANO;;VERGA VIRGINIA 
ITALIA AGLI ITALIANI;LOMBARDIA;LOMBARDIA - 05;05 - COLOGNO MONZESE;;LAVELLI FABRIZIO 
ITALIA AGLI ITALIANI;LOMBARDIA;LOMBARDIA - 05;06 - MONZA;;VIGEVANI GIUSEPPE 
ITALIA AGLI ITALIANI;LOMBARDIA;LOMBARDIA - 05;07 - SESTO SAN GIOVANNI;;CERRA SILVANA 
ITALIA AGLI ITALIANI;MARCHE;MARCHE - 01;01 - PESARO;1;CIUCCIOVE' MARIANO 
ITALIA AGLI ITALIANI;MARCHE;MARCHE - 01;02 - ANCONA;1;DEL MORO MICHELA 
ITALIA AGLI ITALIANI;MARCHE;MARCHE - 01;03 - ASCOLI PICENO;1;GIAMPAOLI ALESSANDRO 
ITALIA AGLI ITALIANI;PIEMONTE;PIEMONTE - 01;01 - SETTIMO TORINESE;3;DI LEO MARIA ANTONIETTA 
ITALIA AGLI ITALIANI;PIEMONTE;PIEMONTE - 01;02 - MONCALIERI ;3;SAJA STEFANO ROSARIO 
ITALIA AGLI ITALIANI;PIEMONTE;PIEMONTE - 01;03 - TORINO - COLLEGNO;3;CORRENTI MAURIZIO 
ITALIA AGLI ITALIANI;PIEMONTE;PIEMONTE - 01;04 - TORINO - ZONA STATISTICA 61;3;CORTESE CARMELA 
ITALIA AGLI ITALIANI;PIEMONTE;PIEMONTE - 02;05 - NOVARA;3;FIORE THEODOROWICZ ELENA EGLE 
ITALIA AGLI ITALIANI;PIEMONTE;PIEMONTE - 02;06 - VERCELLI;3;ELLENA LODOVICO 
ITALIA AGLI ITALIANI;PIEMONTE;PIEMONTE - 02;07 - ALESSANDRIA;3;SANTANGELO VINCENZO 
ITALIA AGLI ITALIANI;PIEMONTE;PIEMONTE - 02;08 - CUNEO;3;BOERO MARA 
ITALIA AGLI ITALIANI;PUGLIA;PUGLIA - 01;01 - BARI;1;MAGLIONE ANGELO 
ITALIA AGLI ITALIANI;PUGLIA;PUGLIA - 01;02 - ALTAMURA;1;STRIANI ORONZA ANTONELLA 
ITALIA AGLI ITALIANI;PUGLIA;PUGLIA - 01;03 - ANDRIA;1;MOSCATELLI ONESTA ORIANA 
ITALIA AGLI ITALIANI;PUGLIA;PUGLIA - 01;08 - FOGGIA;1;PALLADINO LUIGI 
ITALIA AGLI ITALIANI;PUGLIA;PUGLIA - 02;04 - BRINDISI;1;NEGRO NANCY 
ITALIA AGLI ITALIANI;PUGLIA;PUGLIA - 02;06 - NARDÒ;1;BIZZARRO FRANCESCO 
ITALIA AGLI ITALIANI;PUGLIA;PUGLIA - 02;07 - TARANTO;1;MARAGLIULO PAOLA 
ITALIA AGLI ITALIANI;SICILIA;SICILIA - 01;01 - PALERMO - RESUTTANA-SAN LORENZO;;BADALAMENTI LETIZIA 
ITALIA AGLI ITALIANI;SICILIA;SICILIA - 01;02 - PALERMO - BAGHERIA;;MINUTO LORENZA MARIA 
ITALIA AGLI ITALIANI;SICILIA;SICILIA - 01;03 - MARSALA;;CURRO' ANTONINO 
ITALIA AGLI ITALIANI;SICILIA;SICILIA - 01;04 - AGRIGENTO;;SARDO ALFIO 
ITALIA AGLI ITALIANI;SICILIA;SICILIA - 01;05 - GELA;;MANGIAMELI SANDRA ELISABETTA MARIA 
ITALIA AGLI ITALIANI;SICILIA;SICILIA - 02;06 - MESSINA;;GRILLO MONICA 
ITALIA AGLI ITALIANI;SICILIA;SICILIA - 02;07 - ACIREALE;;PENNA RENATO 
ITALIA AGLI ITALIANI;SICILIA;SICILIA - 02;08 - CATANIA;;SQUILLACI TECLA 
ITALIA AGLI ITALIANI;SICILIA;SICILIA - 02;09 - SIRACUSA;;MIZZI DOMENICO 
ITALIA AGLI ITALIANI;TOSCANA;TOSCANA - 01;TOSCANA - 05 - LUCCA;;GUARDUCCI ALESSANDRA 
ITALIA AGLI ITALIANI;TOSCANA;TOSCANA - 01;01 - FIRENZE ;;CARAMIA UMBERTO 
ITALIA AGLI ITALIANI;TOSCANA;TOSCANA - 01;02 - SESTO FIORENTINO;;NENCI MORENO 
ITALIA AGLI ITALIANI;TOSCANA;TOSCANA - 01;03 - PRATO;;TRINCHESE ROSA ANNA 
ITALIA AGLI ITALIANI;TOSCANA;TOSCANA - 02;04 - AREZZO;;MARTINI MATTEO MARIA 
ITALIA AGLI ITALIANI;TOSCANA;TOSCANA - 02;06 - PISA;;MONTINI LUCIA 
ITALIA AGLI ITALIANI;TOSCANA;TOSCANA - 02;07 - LIVORNO;;TROTTA DARIO 
ITALIA AGLI ITALIANI;UMBRIA;UMBRIA - 01;01 - PERUGIA;;MAIORCA FULVIO CARLO 
ITALIA AGLI ITALIANI;UMBRIA;UMBRIA - 01;02 - TERNI;;TROMBETTA IRMA 
ITALIA AGLI ITALIANI;VENETO;VENETO - 01;01 - VENEZIA;;MARCHIORI MAURIZIO 
ITALIA AGLI ITALIANI;VENETO;VENETO - 01;02 - BELLUNO;;SCAPOLAN BETTY 
ITALIA AGLI ITALIANI;VENETO;VENETO - 01;03 - TREVISO;;MONACO LORENZO 
ITALIA AGLI ITALIANI;VENETO;VENETO - 01;04 - ROVIGO;;MORETTO DANIELA 
ITALIA AGLI ITALIANI;VENETO;VENETO - 02;05 - PADOVA;;TARQUINI LUIGI 
ITALIA AGLI ITALIANI;VENETO;VENETO - 02;06 - BASSANO DEL GRAPPA;;TREVISAN ERICA 
ITALIA AGLI ITALIANI;VENETO;VENETO - 02;07 - VICENZA;;ZAUSA GIAN CARLO 
ITALIA AGLI ITALIANI;VENETO;VENETO - 02;08 - VERONA;;AMEDEO PIETRO 
ITALIA AGLI ITALIANI;VENETO;VENETO - 02;09 - VILLAFRANCA DI VERONA;;CENTENARI ROBERTA 
ITALIA EUROPA INSIEME;ABRUZZO;ABRUZZO - 01;01 - PESCARA;5;CHIAVAROLI FEDERICA 
ITALIA EUROPA INSIEME;ABRUZZO;ABRUZZO - 01;02 - L'AQUILA;5;CIALENTE MASSIMO 
ITALIA EUROPA INSIEME;BASILICATA;BASILICATA - 01;01 - POTENZA;;PITTELLA GIOVANNI SAVERIO FURIO 
ITALIA EUROPA INSIEME;CALABRIA;CALABRIA - 01;01 - CROTONE;;SCALZO ANTONIO 
ITALIA EUROPA INSIEME;CALABRIA;CALABRIA - 01;02 - COSENZA;;FERRARI SONIA 
ITALIA EUROPA INSIEME;CALABRIA;CALABRIA - 01;03 - CATANZARO;;VILLELLA AQUILA 
ITALIA EUROPA INSIEME;CALABRIA;CALABRIA - 01;04 - REGGIO DI CALABRIA;;AMARO OTTAVIO SALVATORE 
ITALIA EUROPA INSIEME;CAMPANIA;CAMPANIA - 01;01 - BENEVENTO;;ABBATE GIULIA 
ITALIA EUROPA INSIEME;CAMPANIA;CAMPANIA - 01;02 - CASERTA;;CAPUTO NICOLA 
ITALIA EUROPA INSIEME;CAMPANIA;CAMPANIA - 01;03 - AVELLINO;;FAMIGLIETTI LUIGI 
ITALIA EUROPA INSIEME;CAMPANIA;CAMPANIA - 02;04 - GIUGLIANO IN CAMPANIA;;PALMA GIOVANNA 
ITALIA EUROPA INSIEME;CAMPANIA;CAMPANIA - 02;06 - CASORIA;;RUSSO FRANCESCO 
ITALIA EUROPA INSIEME;CAMPANIA;CAMPANIA - 02;07 - NAPOLI - CIRCOSCRIZIONE 7 SAN CARLO ALL'ARENA;;ALFANO GIOACCHINO 
ITALIA EUROPA INSIEME;CAMPANIA;CAMPANIA - 02;08 - NAPOLI - CIRCOSCRIZIONE 19 FUORIGROTTA;;MARCIANO ANTONIO 
ITALIA EUROPA INSIEME;CAMPANIA;CAMPANIA - 03;05 - PORTICI;;D' ANGELO LIBERA 
ITALIA EUROPA INSIEME;CAMPANIA;CAMPANIA - 03;09 - TORRE DEL GRECO;;MANNIELLO FRANCESCO 
ITALIA EUROPA INSIEME;CAMPANIA;CAMPANIA - 03;10 - SALERNO;;IANNUZZI BARBATO DETTO TINO
ITALIA EUROPA INSIEME;CAMPANIA;CAMPANIA - 03;11 - BATTIPAGLIA;;GALLO FILOMENA 
ITALIA EUROPA INSIEME;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 01;01 - RIMINI;;ARLOTTI TIZIANO 
ITALIA EUROPA INSIEME;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 01;02 - RAVENNA;;COLLINA STEFANO 
ITALIA EUROPA INSIEME;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 01;03 - FERRARA;;ZAMPA SANDRA 
ITALIA EUROPA INSIEME;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 01;04 - BOLOGNA;;CASINI PIER FERDINANDO 
ITALIA EUROPA INSIEME;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 02;05 - MODENA;;PATRIARCA EDOARDO 
ITALIA EUROPA INSIEME;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 02;06 - REGGIO NELL'EMILIA ;;IORI VANNA 
ITALIA EUROPA INSIEME;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 02;07 - PARMA;;PAGLIARI GIORGIO 
ITALIA EUROPA INSIEME;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 02;08 - PIACENZA;;GAZZOLO PAOLA 
ITALIA EUROPA INSIEME;FRIULI-VENEZIA GIULIA;FRIULI-VENEZIA GIULIA - 01;01 - TRIESTE;13;ILLY RICCARDO 
ITALIA EUROPA INSIEME;FRIULI-VENEZIA GIULIA;FRIULI-VENEZIA GIULIA - 01;02 - UDINE;14;DE MONTE ISABELLA 
ITALIA EUROPA INSIEME;LAZIO;LAZIO - 01;01 - ROMA - QUARTIERE GIANICOLENSE;;BONINO EMMA 
ITALIA EUROPA INSIEME;LAZIO;LAZIO - 01;02 - ROMA - QUARTIERE TUSCOLANO;;PASTORELLI ORESTE 
ITALIA EUROPA INSIEME;LAZIO;LAZIO - 01;03 - ROMA - QUARTIERE PORTUENSE;;MATURANI GIUSEPPINA 
ITALIA EUROPA INSIEME;LAZIO;LAZIO - 02;04 - ROMA - QUARTIERE COLLATINO;;QUINTO PAOLO 
ITALIA EUROPA INSIEME;LAZIO;LAZIO - 02;05 - VITERBO;;MAZZOLI ALESSANDRO 
ITALIA EUROPA INSIEME;LAZIO;LAZIO - 02;06 - GUIDONIA MONTECELIO;;LUCHERINI CARLO 
ITALIA EUROPA INSIEME;LAZIO;LAZIO - 03;07 - FROSINONE;;SPILABOTTE MARIA 
