wikidata,unapromessaID,twitter,nome,wikipediaIT,immagine,,,,,,,
Q3770328,UQ3770328,civati,CIVATI Giuseppe,https://it.wikipedia.org/wiki/Giuseppe_Civati,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/187/original_d306187.jpg,,,,,,,
Q13581225,UQ13581225,luigidimaio,DI MAIO Luigi,https://it.wikipedia.org/wiki/Luigi_Di_Maio,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/892/original_d305892.jpg,,,,,,,
Q16560407,UQ16560407,GNarduolo,NARDUOLO Giulia,https://it.wikipedia.org/wiki/Giulia_Narduolo,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/642/original_d305642.jpg,,,,,,,
Q466712,UQ466712,msgelmini,GELMINI Mariastella,https://it.wikipedia.org/wiki/Mariastella_Gelmini,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/301/449/original_d301449.jpg,,,,,,,
Q3847545,UQ3847545,,AMICI Sesa,https://it.wikipedia.org/wiki/Sesa_Amici,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/035/030/original_d35030.jpg,,,,,,,
Q16550545,UQ16550545,doremisuraca,MISURACA Dore,https://it.wikipedia.org/wiki/Dore_Misuraca,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/889/original_d302889.jpg,,,,,,,
Q15888154,UQ15888154,GianlucaVacca,VACCA Gianluca,https://it.wikipedia.org/wiki/Gianluca_Vacca,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/058/original_d306058.jpg,,,,,,,
Q459670,UQ459670,mvbrambilla,BRAMBILLA Michela Vittoria,https://it.wikipedia.org/wiki/Michela_Vittoria_Brambilla,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/838/original_d302838.jpg,,,,,,,
Q3663522,UQ3663522,caterinapes,PES Caterina,https://it.wikipedia.org/wiki/Caterina_Pes,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/840/original_d302840.jpg,,,,,,,
Q14636340,UQ14636340,,AGOSTINELLI Donatella,https://it.wikipedia.org/wiki/Donatella_Agostinelli,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/782/original_d305782.jpg,,,,,,,
Q15120159,UQ15120159,luifam,FAMIGLIETTI Luigi,https://it.wikipedia.org/wiki/Luigi_Famiglietti,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/951/original_d305951.jpg,,,,,,,
Q16525255,UQ16525255,AlessiaMorani,MORANI Alessia,https://it.wikipedia.org/wiki/Alessia_Morani,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/780/original_d305780.jpg,,,,,,,
Q603390,UQ603390,,MARTINO Antonio,https://it.wikipedia.org/wiki/Antonio_Martino,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/037/470/original_d37470.jpg,,,,,,,
Q3703513,UQ3703513,davidecaparini,CAPARINI Davide,https://it.wikipedia.org/wiki/Davide_Carlo_Caparini,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/050/138/original_d50138.jpg,,,,,,,
Q3740400,UQ3740400,faustorac,RACITI Fausto,https://it.wikipedia.org/wiki/Fausto_Raciti,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/101/original_d306101.jpg,,,,,,,
Q1876572,UQ1876572,,GNECCHI Marialuisa,https://it.wikipedia.org/wiki/Luisa_Gnecchi,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/862/original_d302862.jpg,,,,,,,
Q15143083,UQ15143083,,IACONO Maria,https://it.wikipedia.org/wiki/Maria_Iacono,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/302/original_d306302.jpg,,,,,,,
Q12132390,UQ12132390,MC_Carro,CARROZZA Maria Chiara,https://it.wikipedia.org/wiki/Maria_Chiara_Carrozza,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/110/original_d306110.jpg,,,,,,,
Q3939013,UQ3939013,robertoocchiuto,OCCHIUTO Roberto,https://it.wikipedia.org/wiki/Roberto_Occhiuto,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/969/original_d302969.jpg,,,,,,,
Q16573900,UQ16573900,LucaSqueri,SQUERI Luca,https://it.wikipedia.org/wiki/Luca_Squeri,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/214/original_d306214.jpg,,,,,,,
Q15059115,UQ15059115,alnferrari,FERRARI Alan,https://it.wikipedia.org/wiki/Alan_Ferrari,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/616/original_d305616.jpg,,,,,,,
Q16268176,UQ16268176,GBenamati,BENAMATI Gianluca,https://it.wikipedia.org/wiki/Gianluca_Benamati,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/854/original_d302854.jpg,,,,,,,
Q16268637,UQ16268637,,PETITTI Emma,https://it.wikipedia.org/wiki/Emma_Petitti,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/825/original_d305825.jpg,,,,,,,
Q3804765,UQ3804765,ivanscalfarotto,SCALFAROTTO Ivan,https://it.wikipedia.org/wiki/Ivan_Scalfarotto,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/933/original_d305933.jpg,,,,,,,
Q16525358,UQ16525358,AlfonsoBonafede,BONAFEDE Alfonso,https://it.wikipedia.org/wiki/Alfonso_Bonafede,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/087/original_d306087.jpg,,,,,,,
Q16268320,UQ16268320,andreademaria_,DE MARIA Andrea,https://it.wikipedia.org/wiki/Andrea_De_Maria,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/698/original_d305698.jpg,,,,,,,
Q3737980,UQ3737980,cicchitto,CICCHITTO Fabrizio,https://it.wikipedia.org/wiki/Fabrizio_Cicchitto,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/015/080/original_d15080.jpg,,,,,,,
Q3737980,UQ3737980,cicchitto,CICCHITTO Fabrizio,https://it.wikipedia.org/wiki/Fabrizio_Cicchitto,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/015/080/original_d15080.jpg,,,,,,,
Q16268745,UQ16268745,GiuliaSarti86,SARTI Giulia,https://it.wikipedia.org/wiki/Giulia_Sarti,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/960/original_d305960.jpg,,,,,,,
Q16566830,UQ16566830,ivancatalanom5s,CATALANO Ivan,https://it.wikipedia.org/wiki/Ivan_Catalano,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/528/original_d305528.jpg,,,,,,,
Q15976352,UQ15976352,ManninoClaudia,MANNINO Claudia,https://it.wikipedia.org/wiki/Claudia_Mannino,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/054/original_d306054.jpg,,,,,,,
Q15131526,UQ15131526,MagdaCulotta,CULOTTA Magda,https://it.wikipedia.org/wiki/Magda_Culotta,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/993/original_d305993.jpg,,,,,,,
Q16657885,UQ16657885,angelocera,CERA Angelo,https://it.wikipedia.org/wiki/Angelo_Cera,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/887/original_d302887.jpg,,,,,,,
Q3938986,UQ3938986,RMorassut,MORASSUT Roberto,https://it.wikipedia.org/wiki/Roberto_Morassut,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/794/original_d302794.jpg,,,,,,,
Q15967967,UQ15967967,CristinaBargero,BARGERO Cristina,https://it.wikipedia.org/wiki/Cristina_Bargero,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/001/original_d306001.jpg,,,,,,,
Q730966,UQ730966,giancarlogalan,GALAN Giancarlo,https://it.wikipedia.org/wiki/Giancarlo_Galan,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/036/660/original_d36660.jpg,,,,,,,
Q15944964,UQ15944964,emacani,CANI Emanuele,https://it.wikipedia.org/wiki/Emanuele_Cani,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/046/original_d306046.jpg,,,,,,,
Q25864587,UQ25864587,falconenovara,FALCONE Giovanni,https://it.wikipedia.org/wiki/Giovanni_Falcone_(politico),http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/741/original_d306741.jpg,,,,,,,
Q16575444,UQ16575444,ManlioDS,DI STEFANO Manlio,https://it.wikipedia.org/wiki/Manlio_Di_Stefano,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/228/original_d306228.jpg,,,,,,,
Q659163,UQ659163,,GIORGETTI Giancarlo,https://it.wikipedia.org/wiki/Giancarlo_Giorgetti,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/050/115/original_d50115.jpg,,,,,,,
Q16560169,UQ16560169,GiovanniSanga,SANGA Giovanni,https://it.wikipedia.org/wiki/Giovanni_Sanga,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/301/465/original_d301465.jpg,,,,,,,
Q16526928,UQ16526928,AnnaGiacobbe3,GIACOBBE Anna,https://it.wikipedia.org/wiki/Anna_Giacobbe,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/719/original_d305719.jpg,,,,,,,
Q16529384,UQ16529384,asstartaglione,TARTAGLIONE Assunta,https://it.wikipedia.org/wiki/Assunta_Tartaglione,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/844/original_d305844.jpg,,,,,,,
Q3389427,UQ3389427,,CAPUA Ilaria,https://it.wikipedia.org/wiki/Ilaria_Capua,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/618/original_d305618.jpg,,,,,,,
Q15300616,UQ15300616,Paolo_Beni,BENI Paolo,https://it.wikipedia.org/wiki/Paolo_Beni_(politico),http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/170/original_d306170.jpg,,,,,,,
Q16575815,UQ16575815,,DI STEFANO Marco,https://it.wikipedia.org/wiki/Marco_Di_Stefano,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/601/original_d306601.jpg,,,,,,,
Q1055449,UQ1055449,matteosalvinimi,SALVINI Matteo,https://it.wikipedia.org/wiki/Matteo_Salvini,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/741/original_d302741.jpg,,,,,,,
Q16577172,UQ16577172,MFantinati,FANTINATI Mattia,https://it.wikipedia.org/wiki/Mattia_Fantinati,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/612/original_d305612.jpg,,,,,,,
Q3894136,UQ3894136,GrimoldiPaolo,GRIMOLDI Paolo,https://it.wikipedia.org/wiki/Paolo_Grimoldi,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/301/455/original_d301455.jpg,,,,,,,
Q10279154,UQ10279154,fabioporta,PORTA Fabio,https://it.wikipedia.org/wiki/Fabio_Porta,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/902/original_d302902.jpg,,,,,,,
Q9035872,UQ9035872,riccardo_fra,FRACCARO Riccardo,https://it.wikipedia.org/wiki/Riccardo_Fraccaro,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/595/original_d305595.jpg,,,,,,,
Q15142831,UQ15142831,mariaederaM5S,SPADONI Maria Edera,https://it.wikipedia.org/wiki/Maria_Edera_Spadoni,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/970/original_d305970.jpg,,,,,,,
Q3742537,UQ3742537,adornatoliberal,ADORNATO Ferdinando,https://it.wikipedia.org/wiki/Ferdinando_Adornato,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/034/960/original_d34960.jpg,,,,,,,
Q3619275,UQ3619275,BoccuzziAntonio,BOCCUZZI Antonio,https://it.wikipedia.org/wiki/Antonio_Boccuzzi,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/779/original_d302779.jpg,,,,,,,
Q3851390,UQ3851390,mparisi68,PARISI Massimo,https://it.wikipedia.org/wiki/Massimo_Parisi,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/868/original_d302868.jpg,,,,,,,
Q3749638,UQ3749638,F_Boccia,BOCCIA Francesco,https://it.wikipedia.org/wiki/Francesco_Boccia,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/892/original_d302892.jpg,,,,,,,
Q16549632,UQ16549632,ConCrivellari,CRIVELLARI Diego,https://it.wikipedia.org/wiki/Diego_Crivellari,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/644/original_d305644.jpg,,,,,,,
Q3860820,UQ3860820,FaenziM,FAENZI Monica,https://it.wikipedia.org/wiki/Monica_Faenzi,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/871/original_d302871.jpg,,,,,,,
Q15931676,UQ15931676,,ZARATTI Filiberto,https://it.wikipedia.org/wiki/Filiberto_Zaratti,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/521/original_d306521.jpg,,,,,,,
Q8466918,UQ8466918,KhalidChaouki3,CHAOUKI Khalid,https://it.wikipedia.org/wiki/Khalid_Chaouki,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/292/original_d306292.jpg,,,,,,,
Q15711017,UQ15711017,,LABRIOLA Vincenza,https://it.wikipedia.org/wiki/Vincenza_Labriola,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/872/original_d305872.jpg,,,,,,,
Q15220382,UQ15220382,monica_gregori1,GREGORI Monica,https://it.wikipedia.org/wiki/Monica_Gregori,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/821/original_d305821.jpg,,,,,,,
Q6444943,UQ6444943,ms95011612,SCHULLIAN Manfred,https://it.wikipedia.org/wiki/Manfred_Schullian,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/586/original_d305586.jpg,,,,,,,
Q17438822,UQ17438822,nciraci,CIRACI' Nicola,https://it.wikipedia.org/wiki/Nicola_Ciracì,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/681/original_d306681.jpg,,,,,,,
Q3939167,UQ3939167,r_simonetti_,SIMONETTI Roberto,https://it.wikipedia.org/wiki/Roberto_Simonetti,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/835/original_d302835.jpg,,,,,,,
Q3809258,UQ3809258,,CASERO Luigi,https://it.wikipedia.org/wiki/Luigi_Casero,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/300/398/original_d300398.jpg,,,,,,,
Q3991952,UQ3991952,titti_disalvo,DI SALVO Titti,https://it.wikipedia.org/wiki/Titti_Di_Salvo,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/301/576/original_d301576.jpg,,,,,,,
Q14636346,UQ14636346,robertagostini_,AGOSTINI Roberta,https://it.wikipedia.org/wiki/Roberta_Agostini,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/840/original_d305840.jpg,,,,,,,
Q15117584,UQ15117584,lucadalex,D'ALESSANDRO Luca,https://it.wikipedia.org/wiki/Luca_D'Alessandro,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/304/961/original_d304961.jpg,,,,,,,
Q3723755,UQ3723755,elvirasavino,SAVINO Elvira,https://it.wikipedia.org/wiki/Elvira_Savino,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/882/original_d302882.jpg,,,,,,,
Q15535578,UQ15535578,ScopelliTweet,SCOPELLITI Rosanna,https://it.wikipedia.org/wiki/Rosanna_Scopelliti,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/156/original_d306156.jpg,,,,,,,
Q3081082,UQ3081082,SaverioRomano,ROMANO Francesco Saverio,https://it.wikipedia.org/wiki/Francesco_Saverio_Romano,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/300/369/original_d300369.jpg,,,,,,,
Q16528320,UQ16528320,SpessottoAri,SPESSOTTO Arianna,https://it.wikipedia.org/wiki/Arianna_Spessotto,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/668/original_d305668.jpg,,,,,,,
Q16528320,UQ16528320,SpessottoAri,SPESSOTTO Arianna,https://it.wikipedia.org/wiki/Arianna_Spessotto,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/668/original_d305668.jpg,,,,,,,
Q3792296,UQ3792296,abrignani_i,ABRIGNANI Ignazio,https://it.wikipedia.org/wiki/Ignazio_Abrignani,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/940/original_d302940.jpg,,,,,,,
Q3905080,UQ3905080,,PICIERNO Pina,https://it.wikipedia.org/wiki/Pina_Picierno,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/809/original_d302809.jpg,,,,,,,
Q15792843,UQ15792843,FrancoBordo1,BORDO Franco,https://it.wikipedia.org/wiki/Franco_Bordo,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/268/original_d306268.jpg,,,,,,,
Q3876096,UQ3876096,,OLIVERIO Nicodemo Nazzareno,https://it.wikipedia.org/wiki/Nicodemo_Oliverio,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/301/408/original_d301408.jpg,,,,,,,
Q15972657,UQ15972657,DaniloToninelli,TONINELLI Danilo,https://it.wikipedia.org/wiki/Danilo_Toninelli,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/600/original_d305600.jpg,,,,,,,
Q3737781,UQ3737781,,MELILLI Fabio,https://it.wikipedia.org/wiki/Fabio_Melilli,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/725/original_d305725.jpg,,,,,,,
Q15609783,UQ15609783,sara_moretto,MORETTO Sara,https://it.wikipedia.org/wiki/Sara_Moretto,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/660/original_d305660.jpg,,,,,,,
Q3714273,UQ3714273,dorina_bianchi,BIANCHI Dorina,https://it.wikipedia.org/wiki/Dorina_Bianchi,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/300/274/original_d300274.jpg,,,,,,,
Q16527187,UQ16527187,cesaroprof,CESARO Antimo,https://it.wikipedia.org/wiki/Antimo_Cesaro,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/925/original_d305925.jpg,,,,,,,
Q6444641,UQ6444641,,GEBHARD Renate,https://it.wikipedia.org/wiki/Renate_Gebhard,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/580/original_d305580.jpg,,,,,,,
Q3972490,UQ3972490,StefanoFassina,FASSINA Stefano,https://it.wikipedia.org/wiki/Stefano_Fassina,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/806/original_d305806.jpg,,,,,,,
Q16606386,UQ16606386,valiante_s,VALIANTE Simone,https://it.wikipedia.org/wiki/Simone_Valiante,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/943/original_d305943.jpg,,,,,,,
Q16622444,UQ16622444,,D'INCECCO Vittoria,https://it.wikipedia.org/wiki/Vittoria_D'Incecco,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/922/original_d302922.jpg,,,,,,,
Q388442,UQ388442,dariofrance,FRANCESCHINI Dario,https://it.wikipedia.org/wiki/Dario_Franceschini,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/300/246/original_d300246.jpg,,,,,,,
Q5384798,UQ5384798,florkronbichler,KRONBICHLER Florian,https://it.wikipedia.org/wiki/Florian_Kronbichler,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/270/original_d306270.jpg,,,,,,,
Q15631879,UQ15631879,CovelloStefania,COVELLO Stefania,https://it.wikipedia.org/wiki/Stefania_Covello,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/154/original_d306154.jpg,,,,,,,
Q15936503,UQ15936503,fabiorampelli,RAMPELLI Fabio,https://it.wikipedia.org/wiki/Fabio_Rampelli,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/301/436/original_d301436.jpg,,,,,,,
Q15844708,UQ15844708,ilaborletti,BORLETTI DELL'ACQUA Ilaria Carla Anna,https://it.wikipedia.org/wiki/Ilaria_Borletti_Buitoni,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/216/original_d306216.jpg,,,,,,,
Q15961974,UQ15961974,ElenaCarnevali,CARNEVALI Elena,https://it.wikipedia.org/wiki/Elena_Carnevali,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/539/original_d305539.jpg,,,,,,,
Q15972775,UQ15972775,davidefaraone,FARAONE Davide,https://it.wikipedia.org/wiki/Davide_Faraone,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/005/original_d306005.jpg,,,,,,,
Q17329035,UQ17329035,camillasgambato,SGAMBATO Camilla,https://it.wikipedia.org/wiki/Camilla_Sgambato,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/691/original_d306691.jpg,,,,,,,
Q16527648,UQ16527648,,MAROTTA Antonio,https://it.wikipedia.org/wiki/Antonio_Marotta,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/301/435/original_d301435.jpg,,,,,,,
Q15163307,UQ15163307,micaela_campana,CAMPANA Micaela,https://it.wikipedia.org/wiki/Micaela_Campana,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/810/original_d305810.jpg,,,,,,,
Q3941254,UQ3941254,RosaCalipari,VILLECCO CALIPARI Rosa Maria,https://it.wikipedia.org/wiki/Rosa_Maria_Villecco,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/278/original_d302278.jpg,,,,,,,
Q15727026,UQ15727026,WalterVerini,VERINI Walter,https://it.wikipedia.org/wiki/Walter_Verini,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/774/original_d302774.jpg,,,,,,,
Q17414412,UQ17414412,,ROMANINI Giuseppe,https://it.wikipedia.org/wiki/Giuseppe_Romanini,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/685/original_d306685.jpg,,,,,,,
Q15926449,UQ15926449,FrancescaLaMar,LA MARCA Francesca,https://it.wikipedia.org/wiki/Francesca_La_Marca,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/253/original_d306253.jpg,,,,,,,
Q15708588,UQ15708588,ValeriaValente_,VALENTE Valeria,https://it.wikipedia.org/wiki/Valeria_Valente,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/849/original_d305849.jpg,,,,,,,
Q15888328,UQ15888328,giova_martelli,MARTELLI Giovanna,https://it.wikipedia.org/wiki/Giovanna_Martelli,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/628/original_d305628.jpg,,,,,,,
Q3437457,UQ3437457,,CRIMI Rocco,https://it.wikipedia.org/wiki/Rocco_Crimi,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/036/130/original_d36130.jpg,,,,,,,
Q15888338,UQ15888338,,PALMA Giovanna,https://it.wikipedia.org/wiki/Giovanna_Palma,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/871/original_d305871.jpg,,,,,,,
Q181794,UQ181794,DSantanche,GARNERO SANTANCHE' Daniela,https://it.wikipedia.org/wiki/Daniela_Santanchè,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/300/639/original_d300639.jpg,,,,,,,
Q3751180,UQ3751180,,BRUNO Franco,https://it.wikipedia.org/wiki/Franco_Bruno,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/282/original_d302282.jpg,,,,,,,
Q3745295,UQ3745295,FilippoPiccone,PICCONE Filippo,https://it.wikipedia.org/wiki/Filippo_Piccone,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/255/original_d302255.jpg,,,,,,,
Q16575799,UQ16575799,,DA VILLA Marco,https://it.wikipedia.org/wiki/Marco_Da_Villa,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/670/original_d305670.jpg,,,,,,,
Q3617747,UQ3617747,acarloni24,CARLONI Anna Maria,https://it.wikipedia.org/wiki/Anna_Maria_Carloni,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/211/original_d302211.jpg,,,,,,,
Q3617747,UQ3617747,acarloni24,CARLONI Anna Maria,https://it.wikipedia.org/wiki/Anna_Maria_Carloni,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/211/original_d302211.jpg,,,,,,,
Q327946,UQ327946,lorenzodellai,DELLAI Lorenzo,https://it.wikipedia.org/wiki/Lorenzo_Dellai,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/597/original_d305597.jpg,,,,,,,
Q16578303,UQ16578303,,RAGOSTA Michele,https://it.wikipedia.org/wiki/Michele_Ragosta,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/956/original_d305956.jpg,,,,,,,
Q15535221,UQ15535221,RominaMura,MURA Romina,https://it.wikipedia.org/wiki/Romina_Mura,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/053/original_d306053.jpg,,,,,,,
